danceability,energy,speechiness,acousticness,instrumentalness,liveness,genre
0.605,0.775,0.0455,0.0228,0.0,0.228,Pop
0.576,0.834,0.0368,0.0557,0.0,0.232,Pop
0.773,0.503,0.0488,0.000954,0.0003271,0.155,Hip Hop
0.687,0.791,0.0572,0.0253,0.0,0.587,Pop
0.685,0.79,0.173,0.564,0.0,0.147,Rap
0.578,0.431,0.225,0.0593,0.0002,0.264,Hip Hop
0.618,0.581,0.198,0.0176,0.001,0.0916,R&B
0.698,0.752,0.0404,0.0554,0.0,0.284,Hip Hop
0.686,0.746,0.0284,0.175,0.0,0.142,Rap
0.637,0.977,0.0306,0.000825,0.893,0.7119,Techno
0.664,0.745,0.0451,0.248,0.0,0.136,R&B
0.49,0.842,0.0504,0.00382,0.0,0.129,Pop
0.639,0.635,0.0687,0.0206,1.48e-06,0.0909,K-pop
0.482,0.183,0.0481,0.97,0.845,0.128,Jazz
0.653,0.865,0.0564,0.0911,0.0,0.0621,Rap
0.646,0.867,0.0352,0.809,0.0,0.151,R&B
0.793,0.848,0.0877,0.0106,0.00166,0.157,Hip Hop
0.852,0.787,0.0354,0.00135,0.0,0.0663,R&B
0.531,0.134,0.032,0.826,0.897,0.105,Jazz
0.621,0.114,0.0314,0.97,0.943,0.157,Jazz
0.699,0.853,0.3964,0.0537,0.0,0.0997,Rap
0.88,0.54,0.0763,0.329,7e-05,0.0738,Rythm and Blues
0.884,0.587,0.119,0.073,0.0,0.0877,Rap
0.821,0.934,0.0864,0.278,0.616,0.235,Techno
0.805,0.957,0.0467,0.00414,0.0,0.204,K-pop
0.865,0.722,0.041,0.0218,1.74e-05,0.0828,Hip Hop
0.534,0.781,0.151,0.325,0.0,0.107,R&B
0.708,0.982,0.0414,0.315,0.0,0.234,Pop
0.672,0.748,0.0704,0.0204,1e-05,0.189,Pop
0.659,0.272,0.0458,0.141,0.0,0.655,R&B
0.597,0.196,0.038,0.956,0.854,0.121,Jazz
0.352,0.629,0.0432,0.539,0.0,0.105,Rythm and Blues
0.884,0.83,0.0703,0.339,0.0,0.0778,K-pop
0.542,0.97,0.0347,0.00181,0.291,0.626,Techno
0.707,0.777,0.161,0.0308,1.55e-05,0.384,K-pop
0.589,0.59,0.3033,0.545,0.829,0.124,Jazz
0.617,0.544,0.0348,0.814,1e-06,0.125,Rythm and Blues
0.78,0.584,0.169,0.277,0.0,0.334,K-pop
0.444,0.856,0.0304,0.3,0.826,0.11,Jazz
0.747,0.706,0.0649,0.357,0.0,0.12,K-pop
0.615,0.584,0.186,0.745,0.0,0.347,Hip Hop
0.416,0.796,0.0553,0.0705,0.0,0.122,Pop
0.518,0.775,0.0432,0.00389,0.008,0.455,Rock
0.733,0.916,0.157,0.00783,0.842,0.316,Techno
0.798,0.794,0.395,0.142,0.0,0.145,Hip Hop
0.466,0.142,0.0538,0.929,0.274,0.118,Jazz
0.469,0.9811,0.177,0.000578,5.44e-05,0.147,Pop
0.629,0.97,0.0878,0.0301,0.821,0.207,Techno
0.657,0.894,0.293,0.192,2.43e-06,0.102,Hip Hop
0.675,0.559,0.0417,0.0379,4.23e-05,0.0878,Pop
0.452,0.67,0.315,3e-05,0.57,0.425,Techno
0.739,0.948,0.0909,0.00774,0.0,0.0594,Pop
0.433,0.123,0.0388,0.932,0.94060555,0.103,Jazz
0.795,0.907,0.0573,0.0785,5e-06,0.0917,K-pop
0.515,0.613,0.0547,0.0087,1.16e-06,0.117,Hip Hop
0.714,0.895,0.0532,0.01013,1.36e-06,0.416,K-pop
0.875,0.5,0.275,0.107,0.0,0.104,Rythm and Blues
0.698,0.832,0.395,0.0525,0.0,0.0932,Hip Hop
0.695,0.912,0.0849,0.0581,0.0,0.0698,Pop
0.436,0.695,0.301,0.152,0.0,0.401,Rock
0.74,0.654,0.145,0.0836,0.02,0.0757,Hip Hop
0.684,0.509,0.302,0.625,1.728e-05,0.341,Rythm and Blues
0.56,0.902,0.0348,0.00188,0.7512,0.122,Techno
0.703,0.833,0.0501,0.0276,0.0,0.0569,Pop
0.618,0.717,0.0822,0.0012,0.7,0.127,K-pop
0.518,0.569,0.102,0.155,1e-06,0.163,R&B
0.54,0.709,0.053,0.379,0.0,0.0364,R&B
0.542,0.645,0.0353,0.282,0.0,0.0743,Pop
0.448,0.188,0.0338,0.974,0.943,0.124,Jazz
0.788,0.544,0.0579,0.379,0.0,0.381,Rap
0.604,0.104,0.0364,0.96,0.835,0.0993,Jazz
0.445,0.919,0.0328,0.00281,0.02224,0.11,Rock
0.628,0.756,0.0595,0.0152,0.002913,0.331,K-pop
0.285,0.0782,0.0339,0.977,0.8197,0.118,Jazz
0.769,0.624,0.0383,0.0291,3e-06,0.6972,Hip Hop
0.553,0.98,0.0776,7.9e-05,0.0,0.077,R&B
0.698,0.819,0.281,0.0518,0.0,0.165,Rap
0.601,0.733,0.078,0.0317,0.002,0.0943,Pop
0.785,0.755,0.0859,0.212,0.0,0.144,Rap
0.578,0.336,0.0496,0.58,0.0,0.174,R&B
0.854,0.797,0.108,0.252,0.001,0.156,Rap
0.665,0.97,0.0844,0.0563,0.0,0.0477,Pop
0.448,0.0807,0.0604,0.972,0.0473,0.114,Jazz
0.662,0.85,0.029,0.0464,2.84e-05,0.667,Rock
0.428,0.177,0.0378,0.97,0.825,0.117,Jazz
0.865,0.845,0.059,0.00332,0.00015,0.177,Pop
0.596,0.775,0.0846,0.0794,0.0,0.0778,R&B
0.62,0.689,0.0287,0.0047,0.897,0.215,Techno
0.482,0.262,0.0365,0.967,0.89603,0.174,Jazz
0.614,0.708,0.0577,0.0113,0.00020339,0.393,K-pop
0.85,0.806,0.0878,0.0253,0.0018,0.117,Pop
0.522,0.155,0.0328,0.968,0.868,0.139,Jazz
0.584,0.531,0.314,0.321,0.0001424,0.152,Rythm and Blues
0.407,0.0813,0.0334,0.971,0.0735,0.117,Jazz
0.785,0.688,0.367,0.00288,2.04e-05,0.0855,Hip Hop
0.415,0.774,0.0828,0.0123,0.0,0.137,K-pop
0.621,0.744,0.138,0.18,0.0001521,0.131,Rock
0.775,0.515,0.1663,0.133,3e-06,0.211,R&B
0.479,0.102,0.0335,0.98012225,0.94321734,0.198,Jazz
0.588,0.55,0.297,0.303,0.0,0.107,K-pop
0.828,0.84,0.213,0.00074,0.867,0.198,Techno
0.691,0.893,0.337,0.0484,0.0001,0.198,Rap
0.714,0.783,0.0522,0.0439,0.0,0.0961,K-pop
0.755,0.533,0.054,5.466e-05,0.0,0.0858,Hip Hop
0.566,0.9814,0.065,0.0304,0.0,0.167,Rap
0.7,0.97,0.258,0.197,0.0,0.322,Rap
0.794,0.917,0.393,0.059,0.1000081,0.0938,Hip Hop
0.511,0.154,0.0306,0.961,0.539,0.0935,Jazz
0.504,0.123,0.0497,0.968,0.858,0.198,Jazz
0.558,0.179,0.0368,0.9,0.846,0.11,Jazz
0.495,0.424,0.089,0.379,0.0,0.115,Rythm and Blues
0.652,0.146,0.0332,0.966,0.93955065,0.118,Jazz
0.566,0.541,0.0321,0.865,1.88e-06,0.171,Rythm and Blues
0.586,0.843,0.0372,0.000152,0.59,0.0881,Techno
0.432,0.184,0.0354,0.943,0.94402282,0.19,Jazz
0.63,0.82,0.0412,0.181,0.0,0.338,Rythm and Blues
0.563,0.443,0.153,0.337,3.1e-06,0.333,Rap
0.505,0.335,0.073,0.944,0.897,0.155,Jazz
0.839,0.725,0.251,0.0795,0.0,0.0538,Hip Hop
0.545,0.623,0.0456,0.00169,0.834,0.101,Techno
0.746,0.672,0.099,0.014,0.0,0.135,R&B
0.679,0.884,0.0414,0.139,5e-05,0.0628,Pop
0.844,0.816,0.143,0.0207,0.04444,0.096,Rock
0.734,0.863,0.0656,0.00452,0.0,0.139,Rock
0.447,0.729,0.0343,0.0003586,2.27e-05,0.28,Rock
0.829,0.869,0.105,0.336,0.0,0.0625,Rap
0.445,0.937,0.0488,0.00589,0.871,0.11,Techno
0.391,0.843,0.03,0.0747,0.006,0.0861,R&B
0.648,0.658,0.0443,0.00814,0.801,0.115,Techno
0.751,0.538,0.398,0.00921,0.0651279,0.107,R&B
0.627,0.565,0.0337,0.813,0.0,0.124,Rythm and Blues
0.765,0.728,0.291,0.0633,0.02168,0.128,Hip Hop
0.713,0.698,0.0653,0.0312,2e-06,0.0851,K-pop
0.605,0.642,0.137,0.324,0.0,0.0671,Hip Hop
0.786,0.878,0.0961,0.0536,1.35e-05,0.414,K-pop
0.386,0.387,0.198,0.703,0.0,0.0362,R&B
0.767,0.797,0.136,0.408,0.0,0.362,Hip Hop
0.517,0.146,0.0368,0.97,0.839,0.119,Jazz
0.756,0.888,0.298,0.343,0.0,0.375,Hip Hop
0.609,0.216,0.336,0.971,0.846,0.111,Jazz
0.887,0.728,0.256,0.527,0.891,0.0947,Techno
0.586,0.82,0.0857,0.00421,0.874,0.406,Techno
0.498,0.172,0.0328,0.971,0.931,0.1,Jazz
0.784,0.741,0.0984,0.00704,1.11e-05,0.1,Pop
0.652,0.814,0.031,0.0609,2.01e-06,0.201,K-pop
0.591,0.604,0.0336,0.211,0.0,0.122,Rythm and Blues
0.745,0.652,0.053,0.776,0.0,0.202,R&B
0.439,0.845,0.0632,0.209,0.006,0.127,Rock
0.729,0.551,0.119,0.000218,0.0,0.109,Rock
0.705,0.684,0.051,0.0186,0.0,0.262,K-pop
0.594,0.98,0.165,0.000821,0.0,0.288,Hip Hop
0.394,0.17,0.0388,0.976,0.888,0.0748,Jazz
0.485,0.495,0.0351,0.956,0.0,0.0961,Jazz
0.907,0.678,0.162,0.0958,0.691,0.0364,Techno
0.743,0.831,0.0404,0.00389,0.0,0.121,Rock
0.836,0.807,0.308,0.0291,0.0,0.0663,Hip Hop
0.502,0.276,0.0565,0.0473,0.001,0.259,Pop
0.754,0.776,0.191,0.0151,0.0,0.337,Hip Hop
0.516,0.16,0.0314,0.97,0.89101,0.104,Jazz
0.499,0.1882,0.0562,0.78,0.244,0.115,Jazz
0.749,0.832,0.0685,0.423,0.0,0.253,K-pop
0.726,0.72,0.0448,0.0325,0.0,0.0943,K-pop
0.462,0.144,0.0307,0.967,0.301,0.0983,Jazz
0.44,0.973,0.0562,0.000858,0.0,0.158,Rock
0.81,0.768,0.275,0.0506,3.21e-05,0.0647,Hip Hop
0.415,0.148,0.0369,0.977,0.94029252,0.0941,Jazz
0.896,0.904,0.087,0.000155,0.0,0.361,Pop
0.718,0.818,0.1665,0.142,0.0,0.127,K-pop
0.784,0.519,0.345,0.125,0.0,0.327,Rap
0.67,0.803,0.174,0.0488,0.0,0.0972,Hip Hop
0.628,0.944,0.0497,0.0204,0.0,0.27,Rythm and Blues
0.762,0.958,0.0377,0.0909,0.874,0.0689,Techno
0.402,0.198,0.0328,0.958,0.421,0.0994,Jazz
0.574,0.956,0.0927,0.0718,0.0,0.31,Pop
0.686,0.575,0.0514,0.002,0.0,0.0871,Hip Hop
0.789,0.745,0.0468,0.0528,0.0,0.0964,Pop
0.6,0.769,0.0463,0.807,0.0,0.141,Pop
0.542,0.802,0.0751,0.0521,0.0,0.0997,K-pop
0.291,0.279,0.0347,0.84,3.34e-05,0.215,Rythm and Blues
0.709,0.577,0.0471,0.367,1.28e-05,0.353,Hip Hop
0.547,0.114,0.0344,0.949,0.893,0.134,Jazz
0.684,0.735,0.0444,0.10458,0.0,0.0522,Rock
0.679,0.633,0.309,0.221,8e-06,0.121,Hip Hop
0.568,0.416,0.0493,0.067,0.0,0.119,Pop
0.572,0.119,0.0309,0.876,0.0,0.134,Rythm and Blues
0.472,0.196,0.0363,0.975,0.819,0.118,Jazz
0.482,0.588,0.0359,0.275,0.02,0.104,R&B
0.596,0.902,0.334,9.4e-05,8e-06,0.113,Hip Hop
0.793,0.584,0.0599,0.244,1e-06,0.0977,Rap
0.646,0.579,0.183,0.0932,0.0,0.113,Rap
0.839,0.874,0.058,0.0143,0.004,0.0966,Rock
0.668,0.556,0.0526,0.231,0.0,0.117,R&B
0.478,0.876,0.0878,0.172,0.0,0.176,R&B
0.343,0.459,0.0507,0.751,0.00049152,0.0815,Rythm and Blues
0.668,0.138,0.0331,0.976,0.829,0.101,Jazz
0.512,0.459,0.0441,0.0009537,0.0003493,0.34,Rock
0.814,0.65,0.311,0.00014,0.00035,0.268,Hip Hop
0.439,0.842,0.0383,0.0474,0.0,0.311,Pop
0.48,0.0828,0.0385,0.976,0.896,0.159,Jazz
0.605,0.0785,0.0631,0.577,0.00733582,0.0985,Rythm and Blues
0.764,0.162,0.0339,0.963,0.9426899,0.0761,Jazz
0.477,0.164,0.0356,0.905,0.246,0.309,Jazz
0.821,0.698,0.0317,0.234,1.9e-06,0.128,K-pop
0.549,0.737,0.183,0.05,0.047202,0.14,Pop
0.676,0.551,0.0507,0.258,6.11e-06,0.0848,R&B
0.451,0.3797,0.1,0.383,0.00154,0.101,Rythm and Blues
0.614,0.568,0.0345,0.701,0.655,0.137,Jazz
0.645,0.761,0.0328,0.0311,0.0,0.0903,K-pop
0.71,0.713,0.0486,0.000431,0.221,0.0868,Techno
0.654,0.794,0.0963,0.0579,2e-06,0.0543,K-pop
0.748,0.664,0.186,0.0381,1.1e-06,0.104,Hip Hop
0.584,0.529,0.182,0.00333,0.000851,0.518,Rock
0.536,0.173,0.0303,0.968,0.94515942,0.127,Jazz
0.487,0.174,0.036,0.962,0.859,0.108,Jazz
0.512,0.694,0.0342,0.011,0.0,0.153,R&B
0.663,0.81,0.328,0.0276,0.0,0.272,K-pop
0.711,0.706,0.101,0.259,0.046,0.101,Pop
0.787,0.874,0.0306,0.501,0.0,0.319,R&B
0.453,0.195,0.0315,0.966,0.847,0.317,Jazz
0.479,0.196,0.0363,0.944,0.507,0.127,Jazz
0.468,0.161,0.0331,0.97926459,0.825,0.12,Jazz
0.739,0.737,0.0548,0.000733,0.902,0.371,Techno
0.892,0.705,0.197,0.0097,0.0,0.0971,K-pop
0.646,0.646,0.0994,0.330007,0.0,0.112,Pop
0.764,0.801,0.0599,0.1014,1.91e-06,0.318,K-pop
0.866,0.504,0.0448,0.476,0.0,0.102,Rythm and Blues
0.663,0.753,0.291,0.0306,0.0,0.27,Hip Hop
0.734,0.94,0.0582,0.179,0.268,0.0991,R&B
0.735,0.723,0.0447,0.0505,2.01e-06,0.679,Pop
0.726,0.93,0.0944,0.00088,0.0,0.278,K-pop
0.815,0.688,0.188,0.00734,0.93,0.229,Techno
0.793,0.508,0.0934,0.00729,1.46e-06,0.0774,Hip Hop
0.437,0.835,0.261,0.000151,2e-06,0.134,Rock
0.478,0.356,0.123,0.931,0.0060035,0.348,Rythm and Blues
0.54,0.142,0.234,0.971,0.581,0.119,Jazz
0.727,0.651,0.0287,0.133,0.00193264,0.13,Rythm and Blues
0.388,0.274,0.0395,0.903,0.831,0.119,Jazz
0.714,0.861,0.0517,0.134,0.0,0.0803,Pop
0.866,0.745,0.374,0.0256,0.0,0.229,Rap
0.689,0.913,0.316,0.0834,0.0,0.0977,K-pop
0.414,0.089,0.0857,0.783,0.828,0.0626,Jazz
0.784,0.9802,0.1926,0.0503,0.84205,0.366,Techno
0.337,0.179,0.0366,0.878,0.59,0.237,Jazz
0.66,0.469,0.0313,0.738,0.0,0.115,K-pop
0.516,0.0801,0.0477,0.976,0.74,0.18,Jazz
0.764,0.312,0.0354,0.726,0.0,0.264,Rythm and Blues
0.898,0.82,0.183,0.137,0.0,0.114,Rap
0.6,0.884,0.0737,0.0273,0.0,0.162,K-pop
0.568,0.114,0.0331,0.972,0.494,0.111,Jazz
0.797,0.736,0.0854,0.0129,0.0,0.109,Rap
0.417,0.614,0.156,0.052,0.0,0.103,Pop
0.731,0.743,0.0404,0.000653,5.56e-06,0.0842,Pop
0.749,0.688,0.138,0.0552,0.0,0.232,Rap
0.755,0.83,0.293,0.0233,0.025,0.0838,Hip Hop
0.584,0.951,0.0285,0.043,0.0,0.0888,K-pop
0.411,0.145,0.0364,0.879,0.894,0.149,Jazz
0.899,0.795,0.0286,0.2385,0.0,0.121,K-pop
0.605,0.568,0.0501,0.237,0.0212,0.0841,Pop
0.738,0.748,0.2,0.0505,3.67e-06,0.0766,Hip Hop
0.839,0.8,0.105,0.0308,0.0,0.248,Rap
0.879,0.65,0.113,0.127,0.0,0.269,Rap
0.745,0.391,0.0461,0.0656,9.3e-05,0.0717,Pop
0.595,0.317,0.0408,0.857,0.0,0.0531,Pop
0.593,0.888,0.206,0.0221,0.0,0.0635,Hip Hop
0.711,0.646,0.185,0.352,0.0,0.0853,K-pop
0.803,0.777,0.088,0.327,5e-06,0.396,R&B
0.715,0.316,0.033,0.965,0.50000693,0.0367,Rythm and Blues
0.689,0.583,0.0374,0.514,0.101,0.117,Jazz
0.7,0.462,0.292,0.0373,0.0,0.0918,Hip Hop
0.612,0.913,0.0612,0.00732,0.662,0.119,Techno
0.634,0.407,0.153,0.478,2.97e-06,0.292,Hip Hop
0.533,0.14,0.0353,0.949,0.825,0.105,Jazz
0.415,0.823,0.0564,0.0007267,2.91e-06,0.283,Rock
0.69,0.789,0.375,0.0927,0.0,0.148,Pop
0.29,0.0772,0.03,0.865,0.576,0.169,Jazz
0.859,0.543,0.0566,0.48,0.0,0.0361,R&B
0.849,0.961,0.0451,0.0122,3.47e-06,0.0964,Rock
0.301,0.195,0.0742,0.962,0.9418136,0.139,Jazz
0.616,0.736,0.0351,0.37,2.1e-05,0.162,Rock
0.55,0.112,0.0468,0.974,0.872,0.32,Jazz
0.332,0.849,0.0288,0.000715,1.46e-06,0.264,Rock
0.635,0.753,0.0284,0.12,0.0,0.1,R&B
0.677,0.673,0.245,0.188,0.0,0.0731,Rythm and Blues
0.353,0.0749,0.0595,0.952,0.934,0.131,Jazz
0.623,0.672,0.316,0.117,3.48e-05,0.0792,R&B
0.584,0.137,0.0347,0.942,0.94333862,0.158,Jazz
0.651,0.8,0.0367,0.356,0.0,0.134,Pop
0.544,0.832,0.042,0.032,0.0,0.0853,R&B
0.747,0.583,0.053,0.00032,0.0,0.197,Pop
0.731,0.589,0.0288,0.00391,0.0,0.0979,K-pop
0.695,0.745,0.189,0.00451,0.0,0.245,Hip Hop
0.792,0.314,0.0384,0.834,0.0,0.141,R&B
0.746,0.442,0.0825,0.00119,0.00090111,0.722,Pop
0.573,0.537,0.0414,0.741,0.827,0.612,Techno
0.508,0.814,0.146,0.0348,2.11e-06,0.353,Rock
0.643,0.59,0.288,0.0828,3.81e-05,0.262,Rap
0.787,0.868,0.386,0.0142,0.0,0.103,Rap
0.494,0.272,0.0519,0.978,0.858,0.11,Jazz
0.546,0.49,0.182,0.00886,1e-05,0.106,Hip Hop
0.795,0.683,0.258,0.0406,0.148,0.0974,Pop
0.598,0.261,0.0881,0.978,0.817,0.126,Jazz
0.56,0.378,0.0432,0.494,0.0,0.323,R&B
0.676,0.58,0.163,0.577,0.0,0.339,Rap
0.528,0.912,0.155,0.00941,0.0,0.3399,R&B
0.442,0.142,0.0415,0.975,0.93739824,0.179,Jazz
0.662,0.795,0.0467,0.0331,2.47e-06,0.134,K-pop
0.503,0.469,0.3641,0.0259,4.79e-05,0.581,R&B
0.343,0.176,0.0415,0.936,0.856,0.11,Jazz
0.346,0.172,0.0336,0.971,0.939,0.186,Jazz
0.438,0.927,0.0583,0.256,0.0722,0.0911,Techno
0.846,0.627,0.0407,0.0608,4.23e-06,0.0713,Pop
0.651,0.817,0.197,0.00044,3.49e-06,0.104,Rap
0.816,0.489,0.0335,0.673,0.0,0.114,Rythm and Blues
0.68,0.776,0.156,0.0771,0.0,0.241,Rap
0.602,0.714,0.0441,0.0472,0.0,0.231,R&B
0.547,0.174,0.031,0.97,0.9,0.101,Jazz
0.598,0.922,0.3962,0.0001257,0.47925278,0.68,Jazz
0.797,0.703,0.0658,0.00963,0.0,0.0974,Rock
0.784,0.818,0.161,0.067,1.14e-06,0.0358,K-pop
0.906,0.79,0.0289,0.0765,0.00051,0.458,K-pop
0.508,0.094,0.036,0.969,0.9459541,0.14,Jazz
0.446,0.0817,0.0307,0.961,0.908,0.121,Jazz
0.747,0.9794,0.058,0.0033,0.0,0.0865,R&B
0.717,0.73,0.1383,0.0651,0.00384,0.18,R&B
0.508,0.933,0.0401,0.0213,0.0,0.413,Rock
0.775,0.677,0.0882,0.301,0.0,0.112,Rap
0.639,0.876,0.043,0.00426,0.0,0.0728,Pop
0.535,0.809,0.0549,0.0376,0.0,0.707,K-pop
0.592,0.854,0.0557,0.634,0.021,0.117,Pop
0.769,0.0751,0.0284,0.81,0.046,0.139,Rythm and Blues
0.598,0.759,0.0485,0.0181,0.892,0.178,Techno
0.581,0.966,0.039,0.0975,6.01e-06,0.488,Rap
0.637,0.776,0.0694,0.0414,0.0,0.0858,R&B
0.567,0.668,0.346,0.127,0.0,0.064,Pop
0.727,0.6,0.0286,0.0072,0.0,0.116,Rock
0.659,0.851,0.0548,0.0098,0.00136,0.464,R&B
0.393,0.432,0.356,0.528,2.07e-06,0.263,Rythm and Blues
0.56,0.483,0.0533,0.57,0.847,0.23,Techno
0.634,0.135,0.0308,0.967,0.846,0.149,Jazz
0.663,0.48,0.0513,0.010103,0.0,0.358,Rock
0.844,0.535,0.321,0.0324,4.34e-05,0.0765,Rock
0.786,0.927,0.0286,0.0124,0.0,0.219,Techno
0.623,0.777,0.0475,0.0537,0.0,0.0761,Rock
0.782,0.652,0.0428,0.0398,0.0,0.0976,Rock
0.477,0.813,0.0335,0.00686,0.0,0.288,Pop
0.365,0.764,0.0527,0.0607,0.0008059,0.0443,Pop
0.439,0.185,0.0388,0.953,0.93996181,0.11,Jazz
0.58,0.608,0.106,0.372,5e-06,0.105,Rap
0.574,0.695,0.0532,0.0489,0.0,0.0565,R&B
0.894,0.761,0.0347,0.00944,0.0,0.145,K-pop
0.711,0.657,0.108,0.0597,0.0,0.0995,K-pop
0.776,0.963,0.0452,0.0101,0.04,0.0998,K-pop
0.496,0.1,0.0333,0.969,0.911,0.714,Jazz
0.65,0.526,0.0878,0.0685,0.0,0.128,Pop
0.703,0.44,0.0285,0.80687,0.945,0.129,Techno
0.591,0.943,0.0585,0.00826,0.672,0.306,Techno
0.683,0.665,0.0881,0.00584,0.0,0.0855,K-pop
0.487,0.158,0.0308,0.977,0.847,0.111,Jazz
0.732,0.773,0.0891,0.0111,0.812,0.313,Techno
0.541,0.708,0.099,0.15,0.0001,0.104,Rythm and Blues
0.738,0.105,0.03,0.972,0.426,0.0371,Jazz
0.647,0.615,0.0514,0.0434,0.0,0.112,R&B
0.714,0.513,0.0457,0.0034,0.0,0.311,Pop
0.724,0.536,0.0657,0.587,0.0,0.0946,R&B
0.303,0.9786,0.0353,0.00142,0.0,0.12,Rock
0.776,0.6,0.281,0.127,0.0,0.311,Rap
0.453,0.0801,0.0319,0.86,0.849,0.171,Jazz
0.622,0.954,0.112,0.0269,0.541,0.118,Techno
0.796,0.421,0.0679,0.0354,0.0,0.101,Rap
0.61,0.612,0.315,0.0846,0.0,0.0764,Rap
0.711,0.763,0.137,0.00187,0.855,0.379,Techno
0.344,0.0868,0.0471,0.971,0.781,0.0972,Jazz
0.638,0.635,0.0633,0.276,0.0,0.0785,R&B
0.795,0.643,0.0358,0.532,0.0,0.274,Rythm and Blues
0.872,0.783,0.0602,0.574,0.0,0.14,K-pop
0.799,0.845,0.0987,0.166,0.0,0.0373,Pop
0.495,0.111,0.0634,0.973,0.829,0.1,Jazz
0.778,0.76,0.248,0.653,0.0,0.101,Rap
0.68,0.9825,0.0452,0.0304,0.0,0.0478,Rock
0.533,0.68,0.0667,0.747,0.89,0.716,Jazz
0.8,0.49,0.0826,0.0144,2.14e-06,0.587,K-pop
0.699,0.954,0.194,0.30182,0.0,0.112,K-pop
0.67,0.798,0.0284,0.043,0.0,0.0908,K-pop
0.284,0.082,0.177,0.97,0.921,0.118,Jazz
0.7,0.512,0.0411,0.178,1.88e-06,0.237,R&B
0.731,0.688,0.156,0.149,0.0,0.329,Rythm and Blues
0.489,0.173,0.0352,0.968,0.923,0.102,Jazz
0.553,0.352,0.0506,0.0016,0.01000341,0.123,Pop
0.434,0.19,0.0336,0.946,0.848,0.141,Jazz
0.457,0.177,0.1597,0.974,0.889,0.101,Jazz
0.644,0.891,0.171,0.00211,0.002,0.288,K-pop
0.513,0.102,0.0407,0.92,0.511,0.111,Jazz
0.857,0.645,0.0894,0.0215,0.0,0.0386,Rap
0.63,0.456,0.0824,0.0933,0.0,0.0823,R&B
0.844,0.34,0.0373,0.361,1.7e-05,0.154,Rythm and Blues
0.573,0.636,0.238,0.0202,0.00356201,0.254,Rock
0.639,0.793,0.323,0.217,0.0,0.0793,Hip Hop
0.567,0.9813,0.07,0.002,0.347,0.0965,Techno
0.645,0.496,0.14,0.0133,0.0115,0.292,Techno
0.515,0.917,0.293,0.0272,0.191,0.211,Techno
0.646,0.777,0.172,0.0432,0.0,0.0948,R&B
0.703,0.858,0.249,0.0471,0.0,0.0897,K-pop
0.546,0.679,0.0386,0.000112,3e-05,0.337,Pop
0.302,0.218,0.0534,0.97,0.837,0.278,Jazz
0.734,0.726,0.0333,0.00881,0.846,0.162,Techno
0.828,0.678,0.0308,0.0683,0.0,0.541,R&B
0.608,0.719,0.146,0.0558,1.03e-06,0.121,Rap
0.486,0.152,0.0307,0.962,0.932,0.309,Jazz
0.699,0.797,0.0325,0.0301,0.9446883,0.153,Techno
0.517,0.192,0.203,0.971,0.655,0.111,Jazz
0.781,0.719,0.391,0.00479,1.46e-06,0.127,Hip Hop
0.8,0.705,0.158,0.0398,0.0011118,0.33,Hip Hop
0.477,0.0751,0.129,0.8,0.0,0.101,Rap
0.839,0.467,0.0441,0.143,0.0,0.117,Pop
0.792,0.895,0.0336,0.271,0.0,0.316,Pop
0.519,0.334,0.0387,0.849,0.0,0.0557,Rythm and Blues
0.788,0.793,0.193,0.029,0.0,0.175,Pop
0.639,0.983,0.107,0.0529,5e-05,0.34,Hip Hop
0.744,0.928,0.264,0.0219,0.03003,0.111,Rap
0.496,0.0784,0.0363,0.973,0.874,0.111,Jazz
0.707,0.8,0.0462,0.00031,2.55e-05,0.117,Rock
0.842,0.708,0.0345,0.361,0.0,0.0868,R&B
0.735,0.878,0.03,0.00083,0.0,0.57,Rock
0.845,0.796,0.0287,0.0512,4e-05,0.193,Rock
0.55,0.627,0.0781,0.000829,0.876,0.14,Techno
0.795,0.685,0.243,0.017,9e-07,0.0781,K-pop
0.782,0.804,0.0502,0.245,0.846,0.0771,Pop
0.774,0.922,0.268,0.17,0.0,0.0973,Rap
0.506,0.647,0.117,0.00331,2e-05,0.241,K-pop
0.602,0.972,0.335,0.0218,0.0,0.0945,Rap
0.748,0.249,0.0632,0.976,0.916,0.209,Jazz
0.576,0.825,0.0509,0.157,0.5,0.107,R&B
0.653,0.731,0.0596,0.00249,0.0,0.11,Pop
0.634,0.9816,0.0924,0.0524,0.0,0.259,K-pop
0.69,0.733,0.352,0.0223,0.0,0.0965,K-pop
0.639,0.283,0.0368,0.853,0.225,0.368,Jazz
0.565,0.625,0.0469,0.0892,0.0043525,0.179,Rythm and Blues
0.714,0.86,0.0351,0.752,0.928,0.059,Techno
0.538,0.514,0.0447,0.352,1.48e-06,0.0887,Rythm and Blues
0.897,0.798,0.176,0.0282,0.00654,0.0725,K-pop
0.666,0.963,0.107,0.0297,0.0002634,0.201,Rock
0.463,0.395,0.0444,0.944,0.734,0.19,Jazz
0.62,0.978,0.051,0.000923,0.0,0.126,Rock
0.756,0.89,0.093,0.00834,0.000504,0.352,R&B
0.436,0.499,0.134,0.0602,0.0,0.315,Hip Hop
0.44,0.0753,0.0968,0.808,0.0,0.0818,Jazz
0.552,0.74,0.0513,0.196,0.0,0.11,Rythm and Blues
0.885,0.767,0.0288,0.0095,0.0,0.109,Hip Hop
